application_number,product_number,chemical_name,dosage
NDA021282,002,GUAIFENESIN,1.2GM
NDA021313,001,DESLORATADINE,2.5MG
NDA021313,001,PSEUDOEPHEDRINE SULFATE,120MG
NDA021321,001,ICODEXTRIN,7.5GM
NDA005292,003,ETHINYL ESTRADIOL,0.5MG
NDA005292,001,ETHINYL ESTRADIOL,0.02MG
NDA005292,002,ETHINYL ESTRADIOL,0.05MG
NDA021371,001,ESTRADIOL HEMIHYDRATE,0.25%
NDA021374,001,PSEUDOEPHEDRINE HYDROCHLORIDE,30MG
NDA021384,001,EPINEPHRINE BITARTRATE,0.005MG
NDA021384,001,ETIDOCAINE HYDROCHLORIDE,1.5%
NDA010210,001,PREDNISOLONE ACETATE,0.5%
NDA010210,001,SULFACETAMIDE SODIUM,10%
NDA010210,002,PREDNISOLONE ACETATE,0.5%
NDA010210,002,SULFACETAMIDE SODIUM,10%
NDA021425,001,IOPROMIDE,62.3%
NDA021425,002,IOPROMIDE,76.9%
NDA021425,003,IOPROMIDE,49.9%
NDA010347,004,HYDROXYPROGESTERONE CAPROATE,125MG
NDA010347,002,HYDROXYPROGESTERONE CAPROATE,250MG
NDA021460,002,GLIPIZIDE,2.5MG
NDA021460,002,METFORMIN HYDROCHLORIDE,500MG
NDA021460,003,GLIPIZIDE,5MG
NDA021460,003,METFORMIN HYDROCHLORIDE,500MG
NDA021460,001,GLIPIZIDE,2.5MG
NDA021460,001,METFORMIN HYDROCHLORIDE,250MG
NDA021473,001,CIPROFLOXACIN,212.6MG
NDA021473,002,CIPROFLOXACIN,425.2MG
NDA010349,006,PROMAZINE HYDROCHLORIDE,50MG
NDA010349,008,PROMAZINE HYDROCHLORIDE,25MG
NDA021490,001,ETHINYL ESTRADIOL,0.035MG
NDA021490,001,NORETHINDRONE,0.4MG
NDA005319,001,IOPHENDYLATE,100%
NDA021501,001,AVOBENZONE,2%
NDA021501,001,ECAMSULE,3%
NDA021501,001,OCTOCRYLENE,10%
NDA010374,003,EPINEPHRINE BITARTRATE,0.3MG
NDA021515,001,BUPROPION HYDROCHLORIDE,150MG
NDA021515,002,BUPROPION HYDROCHLORIDE,300MG
NDA021560,004,EVEROLIMUS,1MG
NDA021560,002,EVEROLIMUS,0.5MG
NDA021560,003,EVEROLIMUS,0.75MG
NDA021560,001,EVEROLIMUS,0.25MG
BLA021597,002,SOMATROPIN RECOMBINANT,5MG
BLA021597,003,SOMATROPIN RECOMBINANT,6MG
BLA021597,001,SOMATROPIN RECOMBINANT,4MG
BLA021597,004,SOMATROPIN RECOMBINANT,8.8MG
NDA021611,002,OXYMORPHONE HYDROCHLORIDE,10MG
NDA021611,001,OXYMORPHONE HYDROCHLORIDE,5MG
NDA021623,001,LIDOCAINE,70MG
NDA021623,001,TETRACAINE,70MG
NDA021652,001,LAMIVUDINE,300MG
NDA021673,001,CLOFARABINE,20MG
NDA010485,001,HYDROXYZINE HYDROCHLORIDE,10MG
NDA021720,001,DONEPEZIL HYDROCHLORIDE,5MG
NDA021720,002,DONEPEZIL HYDROCHLORIDE,10MG
NDA021721,001,LEVOFLOXACIN,250MG
NDA010520,003,ANILERIDINE PHOSPHATE,25MG
NDA021758,001,FLUOCINONIDE,0.1%
NDA021774,002,ZOLPIDEM TARTRATE,6.25MG
NDA021774,001,ZOLPIDEM TARTRATE,12.5MG
NDA021794,001,DAPSONE,5%
NDA021797,002,ENTECAVIR,1MG
NDA021797,001,ENTECAVIR,0.5MG
NDA021825,002,DEFERIPRONE,1GM
NDA021825,001,DEFERIPRONE,500MG
NDA021864,001,ETHINYL ESTRADIOL,0.02MG
NDA021864,001,LEVONORGESTREL,0.09MG
NDA021881,001,ASCORBIC ACID,4.7GM
NDA021881,001,POLYETHYLENE GLYCOL 3350,100GM
NDA021881,001,POTASSIUM CHLORIDE,1.015GM
NDA021881,001,SODIUM ASCORBATE,5.9GM
NDA021881,001,SODIUM CHLORIDE,2.691GM
NDA021881,001,SODIUM SULFATE,7.5GM
NDA021882,001,DEFERASIROX,125MG
NDA021882,002,DEFERASIROX,250MG
NDA021882,003,DEFERASIROX,500MG
NDA010656,001,ISOFLUROPHATE,0.025%
NDA010686,003,RESCINNAMINE,0.25MG
NDA010686,006,RESCINNAMINE,0.5MG
NDA022009,002,AVOBENZONE,2%
NDA022009,002,ECAMSULE,3%
NDA022009,002,OCTOCRYLENE,10%
NDA022009,002,TITANIUM DIOXIDE,5%
NDA022009,001,AVOBENZONE,2%
NDA022009,001,ECAMSULE,3%
NDA022009,001,OCTOCRYLENE,10%
NDA022009,001,TITANIUM DIOXIDE,5%
NDA022028,001,COSYNTROPIN,0.25MG
NDA022046,001,BUPIVACAINE HYDROCHLORIDE,0.5%
NDA022046,001,EPINEPHRINE BITARTRATE,0.0091MG
NDA022048,001,TRIAMCINOLONE ACETONIDE,40MG
NDA022051,002,FLUTICASONE FUROATE,0.0275MG
NDA022090,002,GADOXETATE DISODIUM,2.72145GM
NDA022090,001,GADOXETATE DISODIUM,1.8143GM
NDA022113,001,CHLORPHENIRAMINE MALEATE,4MG
NDA022113,001,IBUPROFEN,200MG
NDA022113,001,PHENYLEPHRINE HYDROCHLORIDE,10MG
NDA022113,002,CHLORPHENIRAMINE MALEATE,4MG
NDA022113,002,IBUPROFEN,200MG
NDA022113,002,PHENYLEPHRINE HYDROCHLORIDE,10MG
NDA022134,001,ALCAFTADINE,0.25%
NDA022217,001,VALSARTAN,160MG
NDA022217,002,VALSARTAN,320MG
NDA022301,001,MESALAMINE,375MG
NDA022305,001,PURIFIED WATER,98.3%
NDA022325,003,AMIODARONE HYDROCHLORIDE,360MG
NDA022325,001,AMIODARONE HYDROCHLORIDE,50MG
ANDA065261,001,CEFPROZIL,125MG
NDA022325,002,AMIODARONE HYDROCHLORIDE,150MG
NDA022345,004,EZOGABINE,400MG
NDA022345,002,EZOGABINE,200MG
NDA022345,003,EZOGABINE,300MG
NDA022345,001,EZOGABINE,50MG
NDA022386,002,METFORMIN HYDROCHLORIDE,500MG
NDA022386,002,REPAGLINIDE,2MG
NDA022386,001,METFORMIN HYDROCHLORIDE,500MG
NDA022386,001,REPAGLINIDE,1MG
NDA022393,001,ROMIDEPSIN,10MG
NDA022525,004,MEMANTINE HYDROCHLORIDE,28MG
NDA022525,002,MEMANTINE HYDROCHLORIDE,14MG
NDA022525,003,MEMANTINE HYDROCHLORIDE,21MG
NDA022525,001,MEMANTINE HYDROCHLORIDE,7MG
NDA022532,001,DROSPIRENONE,3MG
NDA022532,001,ETHINYL ESTRADIOL,0.02MG
NDA022532,001,LEVOMEFOLATE CALCIUM,0.451MG
NDA022560,001,RISEDRONATE SODIUM,35MG
NDA022563,001,CALCIPOTRIENE,0.005%
NDA022567,001,VILAZODONE HYDROCHLORIDE,10MG
NDA022567,002,VILAZODONE HYDROCHLORIDE,20MG
NDA022567,003,VILAZODONE HYDROCHLORIDE,40MG
ANDA040023,001,FLUOROURACIL,50MG
NDA011153,005,METHYLPREDNISOLONE,24MG
NDA011153,003,METHYLPREDNISOLONE,16MG
NDA011153,001,METHYLPREDNISOLONE,4MG
NDA011153,006,METHYLPREDNISOLONE,32MG
NDA011153,004,METHYLPREDNISOLONE,8MG
NDA011153,002,METHYLPREDNISOLONE,2MG
NDA011161,009,TRIAMCINOLONE,1MG
NDA011161,007,TRIAMCINOLONE,4MG
NDA011161,011,TRIAMCINOLONE,8MG
NDA011161,004,TRIAMCINOLONE,2MG
NDA011161,010,TRIAMCINOLONE,16MG
ANDA040062,002,METHAZOLAMIDE,50MG
ANDA040062,001,METHAZOLAMIDE,25MG
NDA005620,001,MANNITOL,12.5GM
NDA011178,001,ISOPROTERENOL HYDROCHLORIDE,0.103MG
ANDA040066,001,SULFACETAMIDE SODIUM,10%
ANDA040078,001,LIDOCAINE HYDROCHLORIDE,2%
ANDA040109,001,ACETAMINOPHEN,356.4MG
ANDA040109,001,CAFFEINE,30MG
ANDA040109,001,DIHYDROCODEINE BITARTRATE,16MG
ANDA040111,001,PROCAINAMIDE HYDROCHLORIDE,1GM
ANDA040116,001,ASPIRIN,325MG
ANDA040116,001,CARISOPRODOL,200MG
ANDA040145,009,WARFARIN SODIUM,6MG
ANDA040145,007,WARFARIN SODIUM,10MG
ANDA040145,005,WARFARIN SODIUM,5MG
ANDA040145,003,WARFARIN SODIUM,2.5MG
ANDA040145,001,WARFARIN SODIUM,1MG
ANDA040145,008,WARFARIN SODIUM,3MG
ANDA040145,006,WARFARIN SODIUM,7.5MG
ANDA040145,004,WARFARIN SODIUM,4MG
ANDA040145,002,WARFARIN SODIUM,2MG
ANDA040168,001,GLACIAL,2%
ANDA040168,001,HYDROCORTISONE,1%
ANDA040169,001,DICYCLOMINE HYDROCHLORIDE,10MG
NDA011283,003,TRIAMCINOLONE,1MG
NDA011283,008,TRIAMCINOLONE,2MG
NDA011283,006,TRIAMCINOLONE,4MG
NDA011283,010,TRIAMCINOLONE,8MG
ANDA040224,001,CHLORPROMAZINE HYDROCHLORIDE,100MG
ANDA040236,001,ACETAMINOPHEN,500MG
ANDA040236,001,HYDROCODONE BITARTRATE,5MG
ANDA040236,002,ACETAMINOPHEN,750MG
ANDA040236,002,HYDROCODONE BITARTRATE,7.5MG
ANDA040257,001,ACETAMINOPHEN,500MG
ANDA040257,001,OXYCODONE HYDROCHLORIDE,5MG
NDA011338,001,HALOTHANE,99.99%
ANDA040326,002,ESTRADIOL,1MG
ANDA040326,003,ESTRADIOL,2MG
ANDA040326,001,ESTRADIOL,0.5MG
ANDA040357,001,ATROPINE SULFATE,0.025MG
ANDA040357,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA040359,003,ESTROPIPATE,3MG
ANDA040359,001,ESTROPIPATE,0.75MG
ANDA040359,002,ESTROPIPATE,1.5MG
ANDA040396,001,HYDROCORTISONE ACETATE,2.5%
ANDA040430,001,ETHOSUXIMIDE,250MG
ANDA040433,001,LIDOCAINE HYDROCHLORIDE,2%
ANDA040435,001,PHENYTOIN SODIUM,100MG
ANDA040445,001,METAXALONE,800MG
ANDA040446,001,MEPERIDINE HYDROCHLORIDE,50MG
ANDA040446,002,MEPERIDINE HYDROCHLORIDE,100MG
ANDA040461,001,MERCAPTOPURINE,50MG
ANDA040469,001,ACETAMINOPHEN,750MG
ANDA040469,001,HYDROCODONE BITARTRATE,7.5MG
ANDA040479,002,PROMETHAZINE HYDROCHLORIDE,25MG
ANDA040479,001,PROMETHAZINE HYDROCHLORIDE,12.5MG
ANDA040488,001,ACETAMINOPHEN,500MG
ANDA040488,001,CODEINE PHOSPHATE,60MG
ANDA040530,001,TESTOSTERONE CYPIONATE,200MG
ANDA040543,001,THEOPHYLLINE,400MG
ANDA040545,001,ACETAMINOPHEN,325MG
ANDA040545,001,OXYCODONE HYDROCHLORIDE,7.5MG
ANDA040545,002,ACETAMINOPHEN,325MG
ANDA040545,002,OXYCODONE HYDROCHLORIDE,10MG
ANDA040560,003,THEOPHYLLINE,400MG
ANDA040560,002,THEOPHYLLINE,600MG
ANDA040578,001,BENZPHETAMINE HYDROCHLORIDE,50MG
ANDA040580,002,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA040580,003,HYDROXYZINE HYDROCHLORIDE,10MG
ANDA040580,001,HYDROXYZINE HYDROCHLORIDE,50MG
ANDA040581,001,PREDNISONE,2.5MG
ANDA040601,001,ACETAMINOPHEN,325MG
ANDA040601,001,BUTALBITAL,50MG
ANDA040601,001,CAFFEINE,40MG
ANDA040616,009,WARFARIN SODIUM,1MG
ANDA040616,007,WARFARIN SODIUM,7.5MG
ANDA040616,005,WARFARIN SODIUM,5MG
ANDA040616,003,WARFARIN SODIUM,3MG
ANDA040616,001,WARFARIN SODIUM,2MG
ANDA040616,008,WARFARIN SODIUM,10MG
ANDA040616,006,WARFARIN SODIUM,6MG
ANDA040616,004,WARFARIN SODIUM,4MG
ANDA040616,002,WARFARIN SODIUM,2.5MG
ANDA040648,001,ISONIAZID,100MG
ANDA040659,002,MECLIZINE HYDROCHLORIDE,25MG
ANDA040659,001,MECLIZINE HYDROCHLORIDE,12.5MG
ANDA040671,001,TRIAMCINOLONE ACETONIDE,0.025%
ANDA040671,002,TRIAMCINOLONE ACETONIDE,0.1%
ANDA040673,002,PROMETHAZINE HYDROCHLORIDE,25MG
ANDA040673,003,PROMETHAZINE HYDROCHLORIDE,50MG
ANDA040673,001,PROMETHAZINE HYDROCHLORIDE,12.5MG
ANDA040676,001,ACETAMINOPHEN,500MG
ANDA040676,001,OXYCODONE HYDROCHLORIDE,10MG
ANDA040682,001,BENZONATATE,100MG
ANDA040682,002,BENZONATATE,200MG
ANDA040684,001,PHENYTOIN SODIUM,100MG
ANDA040730,001,HYDRALAZINE HYDROCHLORIDE,20MG
ANDA040734,001,METHIMAZOLE,5MG
ANDA040734,002,METHIMAZOLE,10MG
ANDA040759,001,PHENYTOIN SODIUM,30MG
ANDA040786,003,HYDROXYZINE HYDROCHLORIDE,50MG
ANDA040786,001,HYDROXYZINE HYDROCHLORIDE,10MG
ANDA040786,002,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA040825,001,ACETAMINOPHEN,500MG
ANDA040825,001,HYDROCODONE BITARTRATE,5MG
ANDA040837,001,LIDOCAINE HYDROCHLORIDE,2%
ANDA040876,001,PHENTERMINE HYDROCHLORIDE,37.5MG
ANDA040883,001,ACETAMINOPHEN,500MG
ANDA040883,001,BUTALBITAL,50MG
ANDA040883,001,CAFFEINE,40MG
ANDA040898,002,DIPYRIDAMOLE,50MG
ANDA040898,003,DIPYRIDAMOLE,75MG
ANDA040898,001,DIPYRIDAMOLE,25MG
ANDA065291,001,AMOXICILLIN,250MG
ANDA040904,001,ACETAZOLAMIDE,500MG
ANDA040909,001,SODIUM POLYSTYRENE SULFONATE,454GM
NDA050051,001,MICROCRYSTALLINE,250MG
NDA050051,002,MICROCRYSTALLINE,125MG
NDA050065,002,DEXAMETHASONE,0.1%
NDA050091,001,CHLORAMPHENICOL,0.5%
NDA050143,001,CHLORAMPHENICOL,25MG
NDA011757,001,METHYLPREDNISOLONE ACETATE,40MG
NDA011757,004,METHYLPREDNISOLONE ACETATE,80MG
NDA011757,002,METHYLPREDNISOLONE ACETATE,20MG
NDA011771,006,WARFARIN POTASSIUM,25MG
NDA011771,004,WARFARIN POTASSIUM,5MG
NDA011771,002,WARFARIN SODIUM,10MG
NDA011771,007,WARFARIN POTASSIUM,2MG
NDA011771,005,WARFARIN POTASSIUM,10MG
NDA011771,003,WARFARIN SODIUM,5MG
NDA011771,001,WARFARIN SODIUM,25MG
NDA050460,001,AMOXICILLIN,125MG
NDA050460,006,AMOXICILLIN,50MG
NDA050460,002,AMOXICILLIN,250MG
NDA050460,005,AMOXICILLIN,50MG
NDA050509,001,CYCLACILLIN,250MG
NDA050509,002,CYCLACILLIN,500MG
NDA005897,008,FOLIC ACID,5MG
NDA005897,004,FOLIC ACID,1MG
NDA050612,001,PREDNISOLONE ACETATE,0.6%
NDA050617,001,ERYTHROMYCIN,2%
NDA050661,002,IDARUBICIN HYDROCHLORIDE,5MG
NDA050661,003,IDARUBICIN HYDROCHLORIDE,20MG
NDA050661,001,IDARUBICIN HYDROCHLORIDE,10MG
NDA050664,001,CEFPROZIL,250MG
ANDA065291,002,AMOXICILLIN,500MG
NDA050664,002,CEFPROZIL,500MG
NDA050698,003,CLARITHROMYCIN,187MG
NDA050698,001,CLARITHROMYCIN,125MG
NDA050698,002,CLARITHROMYCIN,250MG
NDA050706,003,MEROPENEM,500MG
NDA050706,001,MEROPENEM,1GM
NDA050725,002,AMOXICILLIN,400MG
NDA050725,001,AMOXICILLIN,200MG
NDA050748,001,DALFOPRISTIN,350MG
NDA050748,001,QUINUPRISTIN,150MG
NDA050748,002,DALFOPRISTIN,420MG
NDA050748,002,QUINUPRISTIN,180MG
NDA050760,001,AMOXICILLIN,200MG
NDA050760,002,AMOXICILLIN,400MG
NDA050801,001,CLINDAMYCIN PHOSPHATE,1%
NDA012026,002,HYDRALAZINE HYDROCHLORIDE,25MG
NDA012026,002,HYDROCHLOROTHIAZIDE,15MG
ANDA060429,002,TETRACYCLINE HYDROCHLORIDE,100MG
ANDA060429,003,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA060429,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA060429,004,TETRACYCLINE HYDROCHLORIDE,125MG
ANDA060582,001,GRAMICIDIN,0.025MG
ANDA061147,004,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA061147,002,TETRACYCLINE HYDROCHLORIDE,100MG
ANDA061147,003,TETRACYCLINE HYDROCHLORIDE,50MG
ANDA061147,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061471,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061579,001,NEOMYCIN SULFATE,100%
ANDA061596,001,CANDICIDIN,0.6MG
ANDA061705,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061705,002,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA061734,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061734,002,TETRACYCLINE HYDROCHLORIDE,500MG
NDA012148,003,DESERPIDINE,0.125MG
NDA012148,003,HYDROCHLOROTHIAZIDE,50MG
NDA012148,001,DESERPIDINE,0.125MG
NDA012148,001,HYDROCHLOROTHIAZIDE,25MG
NDA012148,002,DESERPIDINE,0.25MG
NDA012148,002,HYDROCHLOROTHIAZIDE,25MG
ANDA061886,003,AMOXICILLIN,250MG
ANDA061886,001,AMOXICILLIN,50MG
ANDA061886,002,AMOXICILLIN,125MG
NDA012193,005,HYDRALAZINE HYDROCHLORIDE,25MG
NDA012193,005,HYDROCHLOROTHIAZIDE,15MG
NDA012193,005,RESERPINE,0.1MG
ANDA062127,002,AMOXICILLIN,250MG
ANDA062127,001,AMOXICILLIN,125MG
ANDA062298,003,ERYTHROMYCIN,333MG
ANDA062298,001,ERYTHROMYCIN,250MG
ANDA062298,002,ERYTHROMYCIN,500MG
NDA012259,002,FLUPREDNISOLONE,1.5MG
NDA012265,003,RESERPINE,0.1MG
NDA012265,003,TRICHLORMETHIAZIDE,4MG
NDA012265,001,TRICHLORMETHIAZIDE,2MG
NDA012265,002,TRICHLORMETHIAZIDE,4MG
NDA012281,001,ASPIRIN,325MG
NDA012281,001,METHOCARBAMOL,400MG
ANDA062336,002,MITOMYCIN,20MG
ANDA062336,003,MITOMYCIN,40MG
ANDA062336,001,MITOMYCIN,5MG
ANDA062389,001,HYDROCORTISONE,1%
NDA012302,005,DEXTROTHYROXINE SODIUM,1MG
NDA012302,006,DEXTROTHYROXINE SODIUM,6MG
NDA012302,004,DEXTROTHYROXINE SODIUM,4MG
NDA012302,002,DEXTROTHYROXINE SODIUM,2MG
ANDA062439,001,CHLORAMPHENICOL,1%
NDA012359,003,HYDROFLUMETHIAZIDE,50MG
NDA012359,003,RESERPINE,0.125MG
NDA012359,004,HYDROFLUMETHIAZIDE,25MG
NDA012359,004,RESERPINE,0.125MG
NDA012376,002,DEXAMETHASONE,0.5MG
ANDA062601,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA062602,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA062607,001,TRIAMCINOLONE ACETONIDE,0.1%
NDA012470,001,ACRISORCIN,2MG
ANDA062739,002,CEFTAZIDIME,2GM
ANDA062739,001,CEFTAZIDIME,1GM
ANDA062813,001,CEPHRADINE,250MG
ANDA062813,002,CEPHRADINE,500MG
ANDA062850,001,CEPHRADINE,250MG
NDA012541,003,MEDROXYPROGESTERONE ACETATE,400MG
NDA012541,002,MEDROXYPROGESTERONE ACETATE,100MG
ANDA062859,001,CEPHRADINE,250MG
ANDA063038,001,ERYTHROMYCIN,2%
NDA012675,009,DEXAMETHASONE,1.5MG
NDA012675,007,DEXAMETHASONE,0.75MG
NDA012675,004,DEXAMETHASONE,0.5MG
NDA012675,010,DEXAMETHASONE,4MG
ANDA063176,001,TOBRAMYCIN,0.3%
NDA012699,001,ATROPINE SULFATE,0.025MG
NDA012699,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA064013,001,AMOXICILLIN,250MG
ANDA064013,002,AMOXICILLIN,125MG
ANDA064031,001,AMOXICILLIN,125MG
ANDA064031,002,AMOXICILLIN,250MG
NDA012708,005,METHYCLOTHIAZIDE,2.5MG
NDA012708,005,RESERPINE,0.1MG
NDA012728,004,MESTRANOL,0.05MG
NDA012728,004,NORETHINDRONE,1MG
NDA012728,005,MESTRANOL,0.1MG
NDA012728,005,NORETHINDRONE,2MG
NDA012728,001,MESTRANOL,0.06MG
NDA012728,001,NORETHINDRONE,10MG
ANDA064184,001,ERYTHROMYCIN,2%
ANDA064217,001,RIFAMPIN,600MG
NDA006071,003,ASCORBIC ACID,50MG
NDA006071,003,BIOTIN,0.03MG
NDA006071,003,CYANOCOBALAMIN,0.0025MG
NDA006071,003,DEXPANTHENOL,7.5MG
NDA006071,003,FOLIC ACID,0.2MG
NDA006071,003,NIACINAMIDE,20MG
NDA006071,003,PYRIDOXINE HYDROCHLORIDE,2MG
NDA006071,003,RIBOFLAVIN 5'-PHOSPHATE SODIUM,1.8MG
NDA006071,003,THIAMINE HYDROCHLORIDE,1.5MG
NDA012770,001,GLACIAL,2%
NDA012770,001,HYDROCORTISONE,1%
ANDA065060,001,AMOXICILLIN,200MG
ANDA065060,002,AMOXICILLIN,400MG
ANDA065098,002,AMOXICILLIN,400MG
ANDA065098,001,AMOXICILLIN,200MG
ANDA065101,001,AMOXICILLIN,500MG
NDA012882,002,ISOSORBIDE DINITRATE,40MG
NDA012882,001,ISOSORBIDE DINITRATE,40MG
ANDA065151,001,CYCLOSPORINE,50MG
ANDA065174,001,CLARITHROMYCIN,250MG
ANDA065174,002,CLARITHROMYCIN,500MG
ANDA065205,002,AMOXICILLIN,400MG
ANDA065205,001,AMOXICILLIN,200MG
NDA006110,005,DIENESTROL,0.01%
ANDA065257,002,CEFPROZIL,250MG
ANDA065257,001,CEFPROZIL,125MG
ANDA065259,001,CEFDINIR,125MG
ANDA065259,002,CEFDINIR,250MG
ANDA065261,002,CEFPROZIL,250MG
ANDA065324,001,AMOXICILLIN,200MG
ANDA065324,002,AMOXICILLIN,400MG
ANDA065337,002,CEFDINIR,250MG
ANDA065337,001,CEFDINIR,125MG
ANDA065387,001,AMOXICILLIN,125MG
ANDA065387,002,AMOXICILLIN,250MG
NDA013174,002,TRIAMTERENE,100MG
NDA013174,001,TRIAMTERENE,50MG
ANDA065389,001,DEMECLOCYCLINE HYDROCHLORIDE,150MG
ANDA065389,002,DEMECLOCYCLINE HYDROCHLORIDE,300MG
ANDA065411,002,EPIRUBICIN HYDROCHLORIDE,50MG
ANDA065411,001,EPIRUBICIN HYDROCHLORIDE,200MG
ANDA065418,001,CEFDINIR,300MG
ANDA065434,001,CEFDINIR,300MG
ANDA065473,001,CEFDINIR,125MG
ANDA065473,002,CEFDINIR,250MG
NDA013295,002,IOTHALAMATE MEGLUMINE,43%
NDA013295,001,IOTHALAMATE MEGLUMINE,60%
ANDA070000,001,SULFAMETHOXAZOLE,800MG
ANDA070000,001,TRIMETHOPRIM,160MG
ANDA070010,001,AMINOCAPROIC ACID,250MG
NDA013378,001,ACETOHEXAMIDE,500MG
NDA013378,002,ACETOHEXAMIDE,250MG
ANDA070021,001,METRONIDAZOLE,250MG
ANDA070038,001,IBUPROFEN,400MG
ANDA070039,001,METRONIDAZOLE,500MG
ANDA070042,001,METRONIDAZOLE,500MG
ANDA070076,002,METHYLDOPA,250MG
ANDA070076,001,METHYLDOPA,500MG
ANDA070083,001,IBUPROFEN,400MG
ANDA070095,001,FUROSEMIDE,10MG
ANDA070098,001,METHYLDOPA,250MG
ANDA070121,001,PROPRANOLOL HYDROCHLORIDE,20MG
ANDA070124,001,PROPRANOLOL HYDROCHLORIDE,80MG
ANDA070134,001,BRETYLIUM TOSYLATE,50MG
ANDA070135,001,PROPRANOLOL HYDROCHLORIDE,1MG
ANDA070153,001,DIAZEPAM,5MG
ANDA070161,001,TOLAZAMIDE,500MG
NDA013553,001,GUANETHIDINE MONOSULFATE,10MG
NDA013553,001,HYDROCHLOROTHIAZIDE,25MG
ANDA070171,001,NALOXONE HYDROCHLORIDE,0.02MG
ANDA070183,001,HYDROCHLOROTHIAZIDE,25MG
ANDA070183,001,METHYLDOPA,250MG
ANDA070231,001,CARBAMAZEPINE,200MG
ANDA070256,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA070278,002,HALOPERIDOL,10MG
ANDA070278,005,HALOPERIDOL,5MG
ANDA070278,003,HALOPERIDOL,20MG
ANDA070278,001,HALOPERIDOL,2MG
ANDA070278,006,HALOPERIDOL,0.5MG
ANDA070278,004,HALOPERIDOL,1MG
ANDA070309,001,PROPRANOLOL HYDROCHLORIDE,60MG
ANDA070312,001,DIAZEPAM,5MG
ANDA070322,004,PROPRANOLOL HYDROCHLORIDE,40MG
ANDA070322,002,PROPRANOLOL HYDROCHLORIDE,10MG
ANDA070322,005,PROPRANOLOL HYDROCHLORIDE,60MG
ANDA070322,003,PROPRANOLOL HYDROCHLORIDE,20MG
ANDA070322,001,PROPRANOLOL HYDROCHLORIDE,80MG
ANDA070327,001,INDOMETHACIN,50MG
ANDA070328,001,IBUPROFEN,300MG
ANDA070358,001,DIAZEPAM,10MG
ANDA070360,001,DIAZEPAM,2MG
ANDA070361,001,DIAZEPAM,5MG
ANDA070425,001,DIAZEPAM,10MG
ANDA070429,001,CARBAMAZEPINE,200MG
NDA014122,002,PRALIDOXIME CHLORIDE,500MG
ANDA070431,001,VALPROIC ACID,250MG
ANDA070434,001,FUROSEMIDE,10MG
ANDA070444,001,FLURAZEPAM HYDROCHLORIDE,15MG
ANDA070450,001,FUROSEMIDE,40MG
ANDA070462,001,DIAZEPAM,2MG
ANDA070463,001,DIAZEPAM,5MG
ANDA070467,001,ALLOPURINOL,300MG
ANDA070476,001,IBUPROFEN,600MG
NDA014214,002,NALIDIXIC ACID,250MG
NDA014214,005,NALIDIXIC ACID,1GM
NDA014214,004,NALIDIXIC ACID,500MG
ANDA070489,001,TEMAZEPAM,15MG
ANDA070515,001,TOLAZAMIDE,500MG
NDA014217,002,CHLORPHENESIN CARBAMATE,400MG
ANDA070530,001,INDOMETHACIN,50MG
ANDA070585,001,BUPIVACAINE HYDROCHLORIDE,0.75%
ANDA070586,001,BUPIVACAINE HYDROCHLORIDE,0.25%
ANDA070589,001,AMANTADINE HYDROCHLORIDE,100MG
NDA014359,002,MEPROBAMATE,200MG
NDA014359,001,MEPROBAMATE,400MG
ANDA070592,001,INDOMETHACIN,50MG
ANDA070597,001,BUPIVACAINE HYDROCHLORIDE,0.5%
ANDA070602,001,THIOTHIXENE,5MG
NDA014368,004,MEPROBAMATE,200MG
NDA014368,002,MEPROBAMATE,400MG
ANDA070607,001,ACETAMINOPHEN,120MG
ANDA070609,001,BUPIVACAINE HYDROCHLORIDE,0.5%
ANDA070616,001,HYDROCHLOROTHIAZIDE,15MG
ANDA070616,001,METHYLDOPA,250MG
NDA014399,007,DESIPRAMINE HYDROCHLORIDE,10MG
NDA014399,005,DESIPRAMINE HYDROCHLORIDE,100MG
NDA014399,003,DESIPRAMINE HYDROCHLORIDE,50MG
NDA014399,001,DESIPRAMINE HYDROCHLORIDE,25MG
NDA014399,006,DESIPRAMINE HYDROCHLORIDE,150MG
NDA014399,004,DESIPRAMINE HYDROCHLORIDE,75MG
ANDA070633,001,NITROGLYCERIN,5MG
NDA006213,001,PROPYLTHIOURACIL,50MG
ANDA070685,001,ETHINYL ESTRADIOL,0.035MG
ANDA070685,001,NORETHINDRONE,1MG
ANDA070707,001,DIAZEPAM,10MG
ANDA070740,001,VERAPAMIL HYDROCHLORIDE,2.5MG
